	pmid	keywords	pub_types
2002	32244166	['Betacoronavirus/*immunology', 'China', 'Coronavirus Infections/*complications/*immunology/pathology', 'Disease Susceptibility/*immunology', 'Female', 'Humans', 'Pandemics', 'Pneumonia, Viral/*complications/*immunology/pathology', 'Pregnancy', 'Pregnancy Complications, Infectious/*immunology/virology', 'Premature Birth/etiology'], ['*COVID-19', '*Immunity', '*Maternal-fetal interface', '*Placenta', '*Pregnancy']	"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']"
2003	32244021	['Betacoronavirus', '*Coronavirus', 'Coronavirus Infections', 'Immunomodulation', 'Pandemics', 'Pneumonia, Viral'],  	['Letter']
2004	32244017	['Aged', 'Anilides/therapeutic use', 'Betacoronavirus', 'Biphenyl Compounds/therapeutic use', 'Carcinoma, Basal Cell/complications/*drug therapy', 'Coronavirus Infections/*complications', 'Disease Management', 'Female', 'Hedgehog Proteins/*antagonists & inhibitors', 'Humans', 'Italy', 'Male', 'Medication Adherence', 'Pandemics', 'Pneumonia, Viral/*complications', 'Pyridines/therapeutic use', 'Skin Neoplasms/complications/*drug therapy', 'Telemedicine'],  	['Letter']
2005	32243911	['Adolescent', 'Adult', 'Biomarkers/blood', 'C-Reactive Protein/*analysis', 'Child', 'Child, Preschool', 'China/epidemiology', 'Coronavirus Infections/*blood/*diagnosis/epidemiology/pathology', 'Critical Illness', '*Disease Progression', 'Female', 'Humans', 'Infant', 'Lung/*pathology', 'Lung Diseases/*blood/diagnosis/epidemiology/*pathology', 'Male', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/*blood/*diagnosis/epidemiology/pathology', 'Time Factors', 'Tomography, X-Ray Computed', 'Young Adult'], ['C-reactive protein', 'COVID-19', 'Lung CT scan']	['Journal Article']
2006	32243877	['*Betacoronavirus', '*Coronavirus Infections/complications', 'Education, Distance', '*Education, Medical, Continuing', 'Humans', '*Hypersensitivity/complications', '*Pandemics', '*Pneumonia, Viral/complications'], ['*COVID-19', '*Virtual', '*allergy division', '*pandemic', '*training program']	['Editorial']
2007	32243846	['Betacoronavirus', '*Coronavirus Infections', 'Humans', '*Pandemics', 'Peer Review', 'Periodicals as Topic', '*Pneumonia, Viral', '*Stem Cells'],  	['Editorial']
2008	32243818	['*Betacoronavirus', 'Coronavirus Infections/drug therapy/epidemiology/immunology/*prevention & control', 'Humans', 'Pandemics/*prevention & control', 'Pneumonia, Viral/drug therapy/epidemiology/immunology/*prevention & control', 'Risk Factors', 'Travel-Related Illness', 'Viral Vaccines/therapeutic use'],  	['Journal Article']
2009	32243784	['Betacoronavirus', 'Child', '*Communication', 'Coronavirus Infections/epidemiology/*psychology', 'Humans', '*Mental Health', '*Pandemics', 'Parent-Child Relations', 'Parents/*psychology', 'Pneumonia, Viral/epidemiology/*psychology'],  	['Journal Article']
2010	32243779	['Betacoronavirus', '*Coronavirus Infections/epidemiology', 'Delivery of Health Care', 'General Practice/*trends', 'Humans', '*Medicine/trends', '*Pandemics', '*Pneumonia, Viral/epidemiology', 'Public Health', '*State Medicine', 'United Kingdom/epidemiology'],  	['Journal Article']
2011	32243778	['Betacoronavirus', 'Coronavirus Infections/epidemiology/*prevention & control', 'Drug Development/economics', 'Drug Industry', '*Global Health', '*Health Services Accessibility', 'Health Services Needs and Demand', 'Humans', 'Pandemics/*prevention & control', 'Pneumonia, Viral/epidemiology/*prevention & control', '*Resource Allocation', '*Viral Vaccines'],  	"['Journal Article', ""Research Support, Non-U.S. Gov't""]"
2012	32243777	['Betacoronavirus', 'Coronavirus Infections/epidemiology/prevention & control/transmission', 'Humans', '*Pandemics/prevention & control', 'Pneumonia, Viral/epidemiology/prevention & control/transmission', '*Public Health', 'Public Policy', '*Refugees', 'Relief Work', '*Transients and Migrants', '*Vulnerable Populations'],  	['Journal Article']
2013	32243729	['Adult', 'Betacoronavirus/genetics/*isolation & purification', 'Child', 'China/epidemiology', 'Coronavirus Infections/diagnosis/drug therapy/*prevention & control/transmission', 'Disease Transmission, Infectious/*prevention & control', 'Family Health', 'Humans', 'Infection Control/methods', 'Interferon-alpha/administration & dosage', 'Male', 'Oseltamivir/administration & dosage', 'Pandemics/*prevention & control', 'Pneumonia, Viral/diagnosis/drug therapy/*prevention & control/transmission', 'Real-Time Polymerase Chain Reaction', 'Reverse Transcriptase Polymerase Chain Reaction', 'Tomography, X-Ray Computed'],  	['Case Reports']
2014	32243722	['Betacoronavirus/*isolation & purification', 'Child', 'Child, Preschool', 'Coronavirus Infections/*diagnosis/epidemiology/prevention & control/*therapy', 'Humans', 'Infant', 'Pandemics/prevention & control', 'Pediatrics/methods', 'Pneumonia, Viral/*diagnosis/epidemiology/prevention & control/*therapy'],  	['Editorial']
2015	32243501	['Antibodies, Monoclonal, Humanized/*therapeutic use', 'Antineoplastic Combined Chemotherapy Protocols/therapeutic use', 'Betacoronavirus', 'Coronavirus Infections/complications/diagnostic imaging/*drug therapy', 'Dyspnea/etiology', 'Humans', 'Interleukin-6/blood', 'Male', 'Middle Aged', 'Multiple Myeloma/*complications/drug therapy', 'Pandemics', 'Pneumonia, Viral/complications/diagnostic imaging/*drug therapy', 'Tomography, X-Ray Computed', 'Treatment Outcome'],  	['Case Reports', 'Journal Article']
2016	32243318	['Betacoronavirus', 'Coronavirus Infections/diagnosis/*epidemiology/therapy', '*Emergency Medicine', 'Hong Kong/epidemiology', 'Pandemics', 'Pneumonia, Viral/diagnosis/*epidemiology/therapy'],  	['Journal Article']
2017	32243317	['Betacoronavirus', 'Coronavirus Infections/*diagnosis/*therapy', 'Emergency Medicine/*standards', 'Emergency Service, Hospital/*organization & administration', 'Humans', 'Infection Control', 'Pandemics', 'Patient Isolation', 'Personal Protective Equipment/supply & distribution', 'Pneumonia, Viral/*diagnosis/*therapy', 'Triage'],  	['Journal Article']
2018	32243268	['Betacoronavirus', 'China', '*Coronavirus', 'Coronavirus Infections', '*Extracorporeal Membrane Oxygenation', 'Pandemics', 'Pneumonia, Viral'],  	['Editorial', 'Comment']
2019	32243266	['Adult', 'Aged', 'Aged, 80 and over', '*Betacoronavirus', 'China', 'Coronavirus Infections/*therapy', '*Extracorporeal Membrane Oxygenation', 'Female', 'Humans', 'Male', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/*therapy', 'Respiration, Artificial', 'Retrospective Studies', 'Treatment Outcome'],  	['Journal Article']
2020	32243191	['Betacoronavirus', 'China', '*Coronavirus', 'Coronavirus Infections', 'Hong Kong', 'Humans', '*Myocardial Infarction', 'Pandemics', 'Pneumonia, Viral'],  	['Letter', 'Comment']
2021	32243123	['Betacoronavirus', '*Coronavirus Infections/epidemiology', '*General Surgery/trends', 'Humans', '*Pandemics', '*Pneumonia, Viral/epidemiology', 'Surgical Procedures, Operative'],  	['Editorial']
2022	32243122	['*Betacoronavirus', 'Coronavirus Infections', 'Humans', 'Inpatients', 'Pandemics', '*Pneumonia, Viral'],  	['Journal Article', 'Editorial', 'Comment']
2023	32242990	['Behavioral Research', '*Betacoronavirus', 'Coronavirus Infections', '*Diabetes Mellitus', 'Humans', 'Pandemics', 'Pneumonia, Viral'],  	['Editorial', 'Comment']
2024	32242936	['Australia/epidemiology', 'Coronavirus Infections/*mortality', 'Health Personnel', 'Humans', 'Pandemics', 'Pneumonia, Viral/*mortality', 'SARS Virus', '*Ventilators, Mechanical'], ['*Infectious diseases']	['Editorial']
2025	32242895	['Betacoronavirus', 'Cardiology Service, Hospital/*organization & administration/statistics & numerical data', 'China/epidemiology', 'Coronavirus Infections/*epidemiology', 'Cross Infection/epidemiology', 'Health Personnel', 'Humans', 'Pandemics', 'Personal Protective Equipment', 'Pneumonia, Viral/*epidemiology'],  	['Journal Article']
2026	32242891	['Betacoronavirus/isolation & purification', 'Coronavirus Infections/diagnostic imaging/epidemiology/*prevention & control/transmission', 'Echocardiography/*methods/*standards', 'Echocardiography, Transesophageal/methods/standards', 'Heart Diseases/*diagnostic imaging/*virology', 'Humans', 'Infectious Disease Transmission, Patient-to-Professional/*prevention & control', 'Pandemics/*prevention & control', 'Pneumonia, Viral/diagnostic imaging/epidemiology/*prevention & control/transmission', 'Ultrasonography, Prenatal/methods/standards'],  	['Journal Article', 'Practice Guideline']
2027	32242878	['Betacoronavirus', 'Clinical Laboratory Techniques', 'Containment of Biohazards/*methods', 'Coronavirus Infections/*diagnosis', 'Humans', 'Laboratories/*organization & administration', 'Pandemics', 'Pneumonia, Viral/*diagnosis', 'Risk Assessment'], ['* biosafety', '* diagnosis', '* infrastructure', '* laboratories', '* novel coronavirus', '*Biorisk']	['Journal Article', 'Review']
2028	32242877	['Betacoronavirus', 'Communicable Disease Control/*methods', 'Communication', 'Coronavirus Infections/*prevention & control', 'Humans', 'Mental Health', 'Pandemics/*prevention & control', 'Pneumonia, Viral/*prevention & control'],  	['Journal Article']
2029	32242876	['Betacoronavirus', 'Clinical Laboratory Techniques', '*Coronavirus', 'Coronavirus Infections', 'India', 'Pandemics', 'Pneumonia, Viral', 'RNA', 'Reverse Transcriptase Polymerase Chain Reaction', 'SARS Virus/*genetics'],  	['Letter', 'Comment']
2030	32242875	['Adolescent', 'Adult', 'Aged', 'Betacoronavirus', 'Child', 'Child, Preschool', 'Clinical Laboratory Techniques/*standards', 'Coronavirus Infections/*diagnosis', 'Female', 'Humans', 'India', 'Infant', 'Male', 'Mass Screening/*organization & administration', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/*diagnosis', 'Quality Control', 'Real-Time Polymerase Chain Reaction/standards', 'Reverse Transcriptase Polymerase Chain Reaction/standards', 'Specimen Handling', 'Young Adult'], ['* Virus Research and Diagnostic Laboratory', '* diagnosis', '* preparedness', '* quality control', '* quarantine', '* severe acute respiratory syndrome-CoV-2', '*COVID-19']	['Journal Article']
2031	32242873	['Betacoronavirus/*genetics', 'Coronavirus Infections', 'Epitopes, B-Lymphocyte/genetics', 'Epitopes, T-Lymphocyte/genetics', '*Genome, Viral', 'Humans', 'India', 'Models, Molecular', 'Pandemics', 'Phylogeny', 'Pneumonia, Viral', 'Protein Structure, Tertiary', 'RNA, Viral/genetics', 'Reverse Transcriptase Polymerase Chain Reaction', 'Spike Glycoprotein, Coronavirus/genetics'], ['* India', '* Kerala', '* genomes', '* next-generation sequencing', '* phylogeny', '* real-time reverse transcription-polymerase chain reaction', '* severe acute respiratory syndrome coronavirus 2', '*Epitope']	['Journal Article']
2032	32242790	['*Civil Defense', 'Coronavirus Infections/epidemiology/*prevention & control/transmission', 'Disease Outbreaks/*prevention & control', 'Epidemics', 'Humans', 'Iran/epidemiology', 'Pandemics/*prevention & control', 'Pneumonia, Viral/epidemiology/*prevention & control/transmission', 'Transportation', 'Travel'], ['*COVID-19', '*Iran', '*epidemics', '*epidemiology', '*outbreak']	['Journal Article']
2033	32242438	['Betacoronavirus', 'Contact Tracing', 'Coronavirus/*isolation & purification', '*Coronavirus Infections/diagnosis/epidemiology/therapy/transmission', 'Cough/etiology', 'Disease Outbreaks/*prevention & control', 'Dyspnea/etiology', 'Fever/etiology', 'Humans', 'Nasopharynx/*virology', 'Oropharynx/*virology', '*Pandemics', '*Pneumonia, Viral/diagnosis/epidemiology/transmission', '*Practice Guidelines as Topic', '*Primary Health Care', 'South Africa'], ['*COVID-19', '*SARS-CoV-2', '*clinical management', '*continuing medical education', '*coronavirus', '*primary care']	['Journal Article']
2034	32242382	['Aged', 'Antiviral Agents/therapeutic use', '*Betacoronavirus', 'Communicable Disease Control/*methods', '*Coronavirus Infections/diagnosis/epidemiology/prevention & control/transmission', 'Disease Resistance', 'Disease Transmission, Infectious/*prevention & control', 'Drug Discovery', 'Government Regulation', 'Health Resources/*supply & distribution', 'Health Workforce', 'Hospital Administration', 'Hospitalization', 'Humans', 'New York City/epidemiology', '*Nursing Homes', 'Pandemics/*prevention & control', '*Pneumonia, Viral/diagnosis/epidemiology/prevention & control/transmission', 'Resource Allocation', 'United States/epidemiology', 'Virus Shedding', 'Vulnerable Populations', 'Washington/epidemiology'],  	['Editorial']
2035	32242350	['Aged', 'Asymptomatic Diseases', '*Betacoronavirus', 'Cities', 'Clinical Laboratory Techniques', 'Contact Tracing', '*Coronavirus Infections/diagnosis/epidemiology/transmission', 'Delayed Diagnosis', 'Disease Outbreaks', 'Guidelines as Topic', 'Health Facility Closure', '*Hospitals, University', 'Humans', 'Inpatients', '*Pandemics', 'Patient Discharge', '*Patient Isolation/standards', 'Patient Transfer', '*Pneumonia, Viral/diagnosis/epidemiology/transmission', 'Polymerase Chain Reaction', '*Public Policy', 'Quarantine', 'Risk Factors', 'Seoul/epidemiology'],  	['Journal Article']
2036	32242349	['Adolescent', 'Adult', '*Betacoronavirus', 'Child', '*Coronavirus Infections/epidemiology/prevention & control/transmission', '*Epidemics', 'Forecasting', 'Humans', '*Models, Theoretical', '*Pandemics/prevention & control', '*Pneumonia, Viral/epidemiology/prevention & control/transmission', '*Public Policy', 'Republic of Korea/epidemiology', '*Schools', 'Young Adult'], ['Behavior Changes', 'COVID-19', 'Mathematical Modeling', 'School Closures', 'School Opening Delay']	['Journal Article']
2037	32242348	['Adult', 'Aged', 'Asymptomatic Diseases', '*Betacoronavirus', 'C-Reactive Protein/analysis', 'Cohort Studies', '*Coronavirus Infections/complications/diagnostic imaging', 'Cough/etiology', 'Diarrhea/etiology', 'Fever/etiology', 'Humans', 'Lymphopenia/etiology', 'Male', 'Middle Aged', 'Oxygen Inhalation Therapy', '*Pandemics', 'Pharyngitis/etiology', '*Pneumonia, Viral/complications/diagnostic imaging', 'Prodromal Symptoms', 'Radiography, Thoracic', 'Real-Time Polymerase Chain Reaction', 'Republic of Korea', 'Retrospective Studies', 'Time Factors', 'Tomography, X-Ray Computed', 'Young Adult'], ['COVID-19', 'Cohort Study', 'Prognosis', 'Republic of Korea', 'SARS-CoV-2', 'Viral Pneumonia']	['Journal Article', 'Multicenter Study']
2038	32242347	['*Ambulatory Care Facilities', '*Betacoronavirus', 'Cohort Studies', '*Coronavirus Infections/economics/therapy', 'Cost Savings', 'Disease Outbreaks', '*Hospitalization', 'Humans', '*Pandemics/economics', '*Patient Isolation', 'Patient Transfer', '*Pneumonia, Viral/economics/therapy', 'Republic of Korea/epidemiology', '*Resource Allocation/economics', 'Severity of Illness Index'], ['COVID-19', 'Community Treatment Center', 'Medical Resources', 'SARS-CoV-2']	['Journal Article']
2039	32242340	['Aerosols', 'Betacoronavirus', 'Coronavirus Infections/*prevention & control', 'Female', 'Gynecologic Surgical Procedures/*methods', 'Humans', 'Length of Stay', 'Pandemics/*prevention & control', 'Personal Protective Equipment', 'Pneumonia, Viral/*prevention & control', 'Robotic Surgical Procedures/*methods'], ['*COVID-19', '*Personal Protective Equipment', '*Robot Assisted Surgery']	['Journal Article', 'Review']
2040	32242202	['Aged', '*Betacoronavirus', '*Coronavirus Infections', 'Humans', 'Pandemics', 'Pneumonia, Viral'],  	['Journal Article', 'Comment']
2041	32242182	['*Angiotensin Receptor Antagonists/adverse effects/therapeutic use', '*Angiotensin-Converting Enzyme Inhibitors/adverse effects/therapeutic use', 'Animals', 'Betacoronavirus', 'Consensus', '*Coronavirus Infections/complications', 'Humans', '*Hypertension/complications/drug therapy', 'Models, Animal', '*Pandemics', '*Peptidyl-Dipeptidase A/drug effects/metabolism', '*Pneumonia, Viral/complications/drug therapy/prevention & control'],  	['Journal Article']
2042	32242173	['*Betacoronavirus', 'Civil Defense', '*Coronavirus Infections/epidemiology/prevention & control', '*Disaster Planning', 'Disease Eradication', 'Health Status Disparities', 'Humans', '*Infection Control/methods', 'Influenza, Human/epidemiology/prevention & control', 'Models, Statistical', 'Mortality', 'New Zealand', 'Oceanic Ancestry Group', '*Pandemics/prevention & control', '*Pneumonia, Viral/epidemiology/prevention & control', 'Public Health/*methods', 'Risk Factors'],  	['Editorial']
2043	32242126	['Betacoronavirus', '*Biomedical Research/economics', '*Capital Financing', 'Clinical Trials as Topic', '*Coronavirus Infections/economics/epidemiology', 'Humans', '*Pandemics/economics', '*Pneumonia, Viral/economics/epidemiology', 'Public Sector', '*Research Support as Topic', 'Science/organization & administration/trends', 'Universities'],  	['Editorial']
2044	32242115	['Age Distribution', 'Asymptomatic Diseases/epidemiology', 'Basic Reproduction Number', '*Betacoronavirus', '*Computer Simulation', 'Contact Tracing/statistics & numerical data', 'Coronavirus Infections/mortality/*prevention & control/*transmission/virology', 'Female', 'Hospital Bed Capacity/statistics & numerical data', 'Humans', 'Intensive Care Units/statistics & numerical data', 'Internationality', 'Male', 'Mass Screening/statistics & numerical data', '*Models, Theoretical', 'Pandemics/*prevention & control', 'Pneumonia, Viral/mortality/*prevention & control/*transmission/virology', 'Population Density', 'Quarantine/statistics & numerical data', 'Reproducibility of Results', 'Republic of Korea/epidemiology', 'Sex Characteristics', '*Social Distance', 'Social Networking', 'Stochastic Processes', 'Time Factors', 'Uncertainty', 'United Kingdom/epidemiology', 'United States/epidemiology'], ['*Diseases', '*Epidemiology', '*SARS-CoV-2', '*Virology']	['News']
2045	32242095	['Betacoronavirus', 'China', 'Coronavirus Infections', 'Humans', '*Neoplasms', 'Pandemics', 'Pneumonia, Viral', '*SARS Virus'],  	['Journal Article', 'Comment']
2046	32241949	['Betacoronavirus', 'Biomedical Research/methods/*trends', '*Coronavirus Infections', 'Disease Outbreaks', 'Humans', '*Pandemics', '*Peer Review', '*Pneumonia, Viral', 'Travel', '*Writing'],  	['Journal Article', 'Personal Narrative']
2047	32241931	['Betacoronavirus', 'China/epidemiology', 'Communicable Disease Control/*methods', 'Coronavirus Infections/economics/*epidemiology/*prevention & control', 'Humans', 'Pandemics/economics/*prevention & control', 'Pneumonia, Viral/economics/*epidemiology/*prevention & control', 'Quarantine', 'Travel'],  	['News']
2048	32241929	['Coronavirus Infections/*prevention & control/*transmission', 'Humans', 'Nontherapeutic Human Experimentation/*ethics', 'Pandemics/*prevention & control', 'Patient Selection', 'Pneumonia, Viral/*prevention & control/*transmission', '*Viral Vaccines', 'Volunteers', 'Young Adult'],  	['News']
2049	32241928	['Antibodies, Viral/immunology', '*Betacoronavirus', 'Biomedical Research/trends', 'Biotechnology', 'Clinical Trials as Topic', 'Coronavirus Infections/immunology/*prevention & control', 'Humans', 'Immunologic Memory', 'Lung/immunology', 'Pandemics/*prevention & control', 'Pneumonia, Viral/*prevention & control', 'RNA, Messenger/*immunology', 'Spike Glycoprotein, Coronavirus/immunology', 'Viral Vaccines/*immunology'],  	['News']
2050	32241901	['Betacoronavirus', '*Coronavirus', '*Coronavirus Infections', '*Cross Infection', 'Disease Outbreaks', 'Endoscopy', 'Humans', '*Pancreatic Diseases', 'Pandemics', 'Pneumonia, Viral', '*SARS Virus'], ['*clinical decision making', '*endoscopy', '*health service research', '*infectious diarrhoea', '*infectious disease']	"['Letter', ""Research Support, Non-U.S. Gov't"", 'Comment']"
2051	32241899	['Adult', '*Betacoronavirus', '*Coronavirus Infections/epidemiology/physiopathology', 'Female', '*Gastrointestinal Tract/physiopathology/virology', 'Humans', 'Male', 'Middle Aged', '*Pandemics', '*Pneumonia, Viral/epidemiology/physiopathology'], ['*gastric diseases', '*gastrointestinal pathology', '*gastrointestinal tract']	"['Journal Article', ""Research Support, Non-U.S. Gov't""]"
2052	32241897	['*Betacoronavirus', '*Coronavirus Infections/prevention & control/transmission', '*Endoscopy, Gastrointestinal/adverse effects', 'Equipment Contamination', 'Humans', 'Infectious Disease Transmission, Patient-to-Professional/prevention & control', '*Pandemics/prevention & control', '*Pneumonia, Viral/prevention & control/transmission', 'Practice Guidelines as Topic', 'Risk Assessment'], ['*clinical decision making', '*endoscopy']	['Journal Article']
2053	32241880	['*Angiotensin Receptor Antagonists/adverse effects/pharmacology/therapeutic use', '*Angiotensin-Converting Enzyme Inhibitors/adverse effects/pharmacology/therapeutic use', 'Betacoronavirus/*drug effects', 'Coronavirus Infections/complications/*drug therapy', 'Decision Making', 'Duration of Therapy', 'Humans', 'Hypertension/drug therapy', 'Pandemics', 'Peptidyl-Dipeptidase A/drug effects', 'Pneumonia, Viral/complications/*drug therapy', 'Practice Guidelines as Topic', 'Renin-Angiotensin System/drug effects/physiology'],  	['Editorial']
2054	32241833	['Betacoronavirus', 'Child', 'China', '*Coronavirus', '*Coronavirus Infections', 'Humans', 'Pandemics', 'Pneumonia, Viral', 'Retrospective Studies'],  	['Editorial', 'Comment']
2055	32241828	['*Anniversaries and Special Events', 'Betacoronavirus', '*Coronavirus Infections', 'Humans', '*Pandemics', '*Pneumonia, Viral', '*Tuberculosis', 'World Health Organization'],  	['Letter']
2056	32241814	['Australasia/epidemiology', 'Coronavirus Infections/*epidemiology/therapy', '*Emergency Service, Hospital', 'Guidelines as Topic', 'Health Care Rationing', 'Humans', 'Pandemics', 'Pneumonia, Viral/*epidemiology/therapy', 'Surge Capacity'], ['*disaster planning and response', '*infectious diseases']	['Letter']
2057	32241793	['Aged', 'Antirheumatic Agents/therapeutic use', 'Arthritis/*complications/drug therapy', '*Betacoronavirus', 'Chronic Disease', 'Coronavirus Infections/*complications', 'Female', 'Humans', 'Immunosuppressive Agents/*therapeutic use', 'Male', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/*complications'], ['*antirheumatic agents', '*arthritis, rheumatoid', '*biological therapy', '*spondylitis, ankylosing']	['Letter']
2058	32241792	['Antibodies, Monoclonal, Humanized/*therapeutic use', '*Betacoronavirus', 'Coronavirus Infections/*complications', 'Cough/etiology', 'Female', 'Humans', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/*complications', 'Scleroderma, Systemic/complications/*drug therapy'], ['*biological therapy', '*communicable diseases, imported', '*cytokines', '*pulmonary fibrosis', '*scleroderma, systemic']	['Case Reports', 'Letter']
2059	32241791	['Adenosine Monophosphate/analogs & derivatives', 'Alanine/analogs & derivatives', '*Antimalarials', 'Betacoronavirus', 'Chloroquine', '*Coronavirus', 'Coronavirus Infections', 'Pandemics', 'Pneumonia, Viral', '*SARS Virus'], ['*communicable diseases, imported', '*hydroxychloroquine', '*immune system diseases', '*social work']	['Letter', 'Comment']
2060	32241778	['*Betacoronavirus', 'China/epidemiology', '*Coronavirus Infections/epidemiology/prevention & control/transmission', 'Humans', 'Medical Staff', 'Occupational Exposure', '*Pandemics/prevention & control', '*Pneumonia, Viral/epidemiology/prevention & control/transmission', 'Renal Dialysis', 'Time Factors', 'Triage'], ['COVID-19', 'Chronic', 'Infections', 'Kidney Failure', 'dialysis', 'hemodialysis', 'renal dialysis', 'severe acute respiratory syndrome coronavirus 2']	['Journal Article']
2061	32241761	['Adolescent', 'Betacoronavirus', 'Child', 'China/epidemiology', '*Communicable Disease Control/methods/standards', 'Coronavirus Infections', 'Disease Outbreaks', 'Female', 'Humans', '*Immunization Programs', 'Incidence', 'Influenza A Virus, H1N1 Subtype', 'Influenza, Human/prevention & control', 'Malaria/economics/prevention & control', 'Male', 'Pandemics', 'Pneumonia, Viral', 'Retrospective Studies', 'Scarlet Fever/epidemiology/prevention & control', 'Sexually Transmitted Diseases/epidemiology/prevention & control', 'Tuberculosis/epidemiology/prevention & control', '*Vaccination', '*Vaccine-Preventable Diseases/prevention & control'],  	"['Journal Article', ""Research Support, Non-U.S. Gov't""]"
2062	32241685	['Civil Defense', '*Climate Change', 'Consciousness', 'Coronavirus Infections/*epidemiology', 'Environmental Exposure/statistics & numerical data', 'Humans', 'Pandemics', 'Pneumonia, Viral/*epidemiology'],  	['Journal Article']
2063	32241653	['Betacoronavirus', 'Child', 'Child, Preschool', 'Clinical Laboratory Techniques', '*Coronavirus Infections/diagnosis/epidemiology/therapy', 'Female', 'Humans', 'Male', 'Mass Screening', '*Pandemics', '*Pneumonia, Viral/diagnosis/epidemiology/therapy', 'Risk Factors', 'Spain/epidemiology'],  	['Case Reports']
2064	32241301	['Betacoronavirus', 'Biomarkers/blood', 'Coronavirus Infections/diagnosis/*therapy', 'Humans', 'Immunization, Passive', 'Pandemics/prevention & control', 'Plasma Exchange/*methods', 'Pneumonia, Viral/diagnosis/*therapy', 'Respiration, Artificial', 'Severe Acute Respiratory Syndrome'],  	['Editorial']
2065	32241244	['Betacoronavirus', 'Clinical Laboratory Techniques', 'Coronavirus Infections/diagnosis/*diagnostic imaging', 'Diagnosis, Differential', 'Disease Progression', 'Humans', '*Lung/diagnostic imaging/pathology', 'Nucleic Acid Amplification Techniques', 'Pandemics', 'Pneumonia, Viral/*diagnostic imaging', 'Radiography, Thoracic', 'Severe Acute Respiratory Syndrome/diagnostic imaging', '*Tomography, X-Ray Computed'], ['Coronavirus Disease 2019', 'SARS-CoV-2', 'computed tomography', 'diagnosis', 'ground-glass opacity']	['Journal Article', 'Review']
2066	32241193	['Betacoronavirus', 'Coronavirus Infections/*epidemiology', 'Dermatology/*organization & administration', 'Humans', 'Immunomodulation', 'Pandemics', 'Pneumonia, Viral/*epidemiology', '*Telemedicine'],  	['Letter']
2067	32241097	['Coronavirus Infections/complications/epidemiology/*prevention & control/*transmission', 'Disease Transmission, Infectious/prevention & control', 'Echocardiography/instrumentation/methods/*standards', 'Heart Diseases/diagnostic imaging', 'Humans', 'Infection Control/methods/standards', 'Infectious Disease Transmission, Patient-to-Professional/*prevention & control', 'Pandemics/*prevention & control', 'Personal Protective Equipment', 'Pneumonia, Viral/complications/epidemiology/*prevention & control/*transmission', 'Respiratory Tract Diseases/diagnostic imaging'],  	['Journal Article', 'Practice Guideline']
2068	32240973	['*Betacoronavirus', 'Clinical Laboratory Techniques', 'Computer Simulation', 'Contact Tracing/*methods', 'Coronavirus Infections/diagnosis/epidemiology/*transmission', 'Humans', 'Interpersonal Relations', '*Mobile Applications', 'Pandemics', 'Peer Group', 'Pneumonia, Viral/diagnosis/epidemiology/*transmission', 'Privacy', 'Public Health', 'Risk Assessment', '*Self Report', '*Smartphone'], ['*COVID-19', '*contact tracing', '*coronavirus', '*epidemic', '*mobile phone', '*pandemic', '*peer-to-peer', '*personal data', '*privacy', '*smartphone']	['Journal Article']
2069	32240972	['Betacoronavirus', 'Clinical Laboratory Techniques', 'Coronavirus Infections/diagnosis/epidemiology/*prevention & control', 'Delivery of Health Care', 'Humans', '*Leadership', 'Pandemics/*prevention & control', 'Pneumonia, Viral/epidemiology/*prevention & control', '*Politics', '*Public Health'], ['*COVID-19', '*SARS-CoV-2', '*coronavirus']	['Editorial']
2070	32240958	"['Betacoronavirus', 'Coronavirus Infections/*epidemiology/*psychology', '*Health Knowledge, Attitudes, Practice', 'Humans', 'Pandemics', ""*Physician's Role"", 'Pneumonia, Viral/*epidemiology/*psychology', '*Psychiatry'],  "	['Letter']
2071	32240913	['Adolescent', 'Adult', '*Betacoronavirus', 'China', 'Coronavirus Infections/*diagnostic imaging', 'Female', 'Humans', 'Lung/diagnostic imaging', 'Male', 'Middle Aged', 'Pandemics', 'Pneumonia, Viral/*diagnostic imaging', 'Thorax/diagnostic imaging', 'Tomography, X-Ray Computed/methods', 'Young Adult'], ['COVID-19', 'Ground-glass opacity', 'High-resolution computed tomography', 'Pure ground-glass opacity']	['Journal Article']
2072	32240896	['Adult', 'Betacoronavirus', 'China/epidemiology', 'Coronavirus Infections/epidemiology/*psychology', 'Disease Outbreaks', 'Female', 'Humans', 'Male', 'Pandemics', 'Pneumonia, Viral/epidemiology/*psychology', 'Prevalence', 'Sex Factors', 'Sleep Initiation and Maintenance Disorders/epidemiology', 'Stress Disorders, Post-Traumatic/*etiology', 'Surveys and Questionnaires', 'Young Adult'],  	['Journal Article']
2073	32240876	['Betacoronavirus', 'Coronavirus Infections/*complications/physiopathology', 'Humans', 'Hyperglycemia/*virology', 'Pandemics', 'Pneumonia, Viral/*complications/physiopathology'], ['*Coronavirus', '*Covid19', '*DPP4', '*Human', '*Hyperglycemia']	['Letter']
